"id","created","updated","title","description","priority","investigation_type","event_datetime","completion_due_date","steps_completed","function_location","equipment_description","object_type","catalog_profile","catalog_profiles","object_part_description","damage_code","supervisor_id","event_type","status","total_effective_duration","total_tonnes_lost","date_closed","total_event_duration","cause_code","is_archived","archive_user_id","archive_datetime"
10478,2022-08-19 12:29:21.790 +0800,2022-08-19 15:05:48.853 +0800,"Sol GTG1 TCP 24VDC Battery Charger 
Ground Fault","Earth fault on both GTG1 24VDC Control battery chargers permanently present whenever GTG1 was run up to FSNL, flame on. ",Medium,2,2017-06-02 12:00:00.000 +0800,2022-08-26 00:00:00.000 +0800,6,SOL-PS-GTG1-GFUELS-GASSYS-EICON,Switch Limit Off Skid Gas Primary SOV,Position Switch,PM-INST,'{}',System,Down to Earth,4900,1,3,0.0,0.0,2018-01-01 08:00:00.000 +0800,0.0,Cable Defect,,,
1126,2022-04-13 08:59:00.000 +0800,2022-04-13 08:59:00.000 +0800,TUL603 Indexer Support Roller Failed ; Historical Sharepoint Port Id 34,NULL,Medium,2,2022-03-20 00:00:00.000 +0800,,5,APT-IL-TRUL-TUL003-ROLSTK-ASBLY,Support Roller SW,Roller,PMGENERAL,'{}',,,8155,1,1,6.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
10487,2022-08-22 11:16:35.819 +0800,2022-08-22 11:24:17.344 +0800,GTG1 Internal Wiring Fault,GTG1 tripped due to a low voltage condition after being unable to manage a change in the VAR output,High,2,2018-04-29 11:32:00.000 +0800,2022-09-19 00:00:00.000 +0800,6,SOL-PS-GTG1-POW001-HVSR01-CHA01,Time Synchronisation GPS Generator,Elect Protect Relay,PM-RLY,'{}',Relay,No Fault Found,4900,1,3,0.0,0.0,2018-05-04 08:00:00.000 +0800,0.0,Electrical Short or Failure,,,
1029,2022-04-05 00:37:57.000 +0800,2022-04-19 03:27:16.000 +0800,CV151 Dislodged Impact Frame; Historical Sharepoint Solomon Id 556,,Medium,1,2022-04-03 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -ASBLY,Structure Conveyor CV151,Conveyor,PM-STRC,'{}',,,14150,1,3,9.57,33878.0,2022-08-01 08:00:00.000 +0800,,,,,
1030,2022-04-12 07:59:41.000 +0800,2022-04-22 01:46:56.000 +0800,CV902 Belt Damage - Failed Splice; Historical Sharepoint Solomon Id 557,,Medium,1,2021-12-31 16:00:00.000 +0800,,5,SOL-SY-CNVY-CONVEY-CV902 -ASBLY,Belt Conveyor CV902,Conveyor Belting,PM-CVBT,'{}',,,1216,1,3,9.3,115813.0,2022-08-01 08:00:00.000 +0800,,,,,
10482,2022-08-19 15:45:39.891 +0800,2022-08-19 15:49:53.536 +0800,GTG2 Pre Mixer Gasket Failure,GTG2 Gas pre-mixer gasket failure has led to a trip of GTG2 due via the IR flame detectors being set off,High,3,2018-02-07 12:04:00.000 +0800,2022-08-26 00:00:00.000 +0800,3,SOL-PS-GTG1-GFUELS-GASSYS-PPVLV,Valve Staging No 1,Valve,PM-VLV,'{}',Seal,Broken,4100,1,3,0.0,0.0,2018-02-13 08:00:00.000 +0800,0.0,,,,
1033,2022-04-23 01:07:04.000 +0800,2022-05-30 23:37:06.000 +0800,SN201 & SN202 structural damage; Historical Sharepoint Solomon Id 560,,Medium,1,2022-04-21 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-SN202 -ASBLY,Structure Screen SN202,Screen,PM-STRC,'{}',,,4331,1,3,2.3,17609.0,2022-08-01 08:00:00.000 +0800,,,,,
1034,2022-04-24 03:39:34.000 +0800,2022-05-12 04:33:05.000 +0800,CV902 Belt Damage; Historical Sharepoint Solomon Id 561,,Medium,1,2022-04-23 16:00:00.000 +0800,,5,SOL-SY-CNVY-CONVEY-CV902 -ASBLY,Belt Conveyor CV902,Conveyor Belting,PM-CVBT,'{}',,,1216,1,3,9.28,115800.0,2022-08-01 08:00:00.000 +0800,,,,,
1050,2021-02-03 06:49:41.000 +0800,2021-02-04 23:29:49.000 +0800,CRG101 Motor DE Bearing Failure; Historical Sharepoint Eliwana Id 5,,Medium,2,2020-12-01 16:00:00.000 +0800,,5,ELW-P1-RMIN-CRUSH1-CRG101-DRV01,Motor Electric CRG101-DRV01,Electrical Motor,PM-GEAR,'{}',,,13423,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1051,2021-02-03 07:00:26.000 +0800,2021-02-03 22:09:00.000 +0800,SZ211 Tooth Segment Dislodged; Historical Sharepoint Eliwana Id 6,,Medium,2,2020-12-29 16:00:00.000 +0800,,5,ELW-P1-SSCR-MOD001-SZ211 -ASBLY,Sizer Housing & Assembly SZ211,Sizer,PM-CRSH,'{}',,,13423,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1052,2021-02-03 07:01:30.000 +0800,2021-03-18 01:39:55.000 +0800,CH101 Billet Ledges Dislodging; Historical Sharepoint Eliwana Id 7,,Medium,2,2021-01-02 16:00:00.000 +0800,,5,ELW-P1-RMIN-CRUSH1-CRG101-CH101,Chute Primary Crusher Feed CH101,Chute,PM-CHTS,'{}',,,13423,1,3,39.0,172000.0,2022-08-01 08:00:00.000 +0800,,,,,
1053,2021-02-03 07:03:13.000 +0800,2021-02-03 22:06:23.000 +0800,CH312 Feed Chute Worn Liners; Historical Sharepoint Eliwana Id 8,,Medium,2,2021-01-17 16:00:00.000 +0800,,5,ELW-P1-CRSH-MOD001-CRC311-CH312,Chute Feed CRC311,Chute,PM-CHTS,'{}',,,13423,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1054,2021-02-03 07:05:46.000 +0800,2021-02-03 22:05:13.000 +0800,SZ221 Side Liner Dislodged; Historical Sharepoint Eliwana Id 9,,Medium,1,2021-01-23 16:00:00.000 +0800,,5,ELW-P1-SSCR-MOD001-SZ211 -ASBLY,Sizer Housing & Assembly SZ211,Sizer,PM-CRSH,'{}',,,13423,1,3,16.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1055,2021-02-03 07:09:12.000 +0800,2021-02-03 22:01:10.000 +0800,SZ221 End Plate Dislodged; Historical Sharepoint Eliwana Id 10,,Medium,1,2021-01-29 16:00:00.000 +0800,,5,ELW-P1-SSCR-MOD001-SZ211 -ASBLY,Sizer Housing & Assembly SZ211,Sizer,PM-CRSH,'{}',,,13423,1,3,20.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1056,2021-02-03 07:11:50.000 +0800,2021-03-04 06:53:19.000 +0800,CR311/321/331 Failure; Historical Sharepoint Eliwana Id 11,,Medium,2,2021-02-01 16:00:00.000 +0800,,5,ELW-P1-CRSH-MOD001-CRC311-LUBSY,Lubrication Unit Assembly CRC311,Lubrication Unit,PMGENERAL,'{}',,,11406,1,3,39.0,256981.0,2022-08-01 08:00:00.000 +0800,,,,,
1037,2022-04-28 06:56:20.000 +0800,2022-06-06 07:46:16.000 +0800,SZ152 Jammed Sizer; Historical Sharepoint Solomon Id 564,,Medium,1,2022-04-26 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-SZ152 -ASBLY,Structure Secondary Sizer SZ152,Sizer,PM-STRC,'{}',,,2350,1,3,3.1,13445.0,2022-08-01 08:00:00.000 +0800,,,,,
1135,2022-04-28 15:44:00.000 +0800,2022-04-28 15:53:00.000 +0800,TUL603 - Wheel lock design issue; Historical Sharepoint Port Id 43,Delay duration is ongoing until issue rectified.,Medium,2,2022-03-07 00:00:00.000 +0800,,5,APT-IL-TRUL-TUL003-WACLMP-WA605,Structure General & Pivot Arms,Wagon Clamp,PM-STRC,'{}',,,2279,1,1,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1039,2022-05-05 08:43:55.000 +0800,2022-05-05 08:43:55.000 +0800,SN203 deck rail failure; Historical Sharepoint Solomon Id 566,,Medium,1,2022-04-26 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB3-SN203 -ASBLY,Structure Isolation Frame SN203,Isolation Frame,PM-STRC,'{}',,,4331,1,3,4.0,30984.0,2022-08-01 08:00:00.000 +0800,,,,,
1041,2022-05-13 09:21:04.000 +0800,2022-05-16 03:40:52.000 +0800,FR502 Wear Belt Failure; Historical Sharepoint Solomon Id 568,,Medium,1,2022-05-11 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-FR502 -ASBLY,Belt Filter FR502,Conveyor Belting,PM-FILT,'{}',,,4455,1,3,5.4,31813.0,2022-08-01 08:00:00.000 +0800,,,,,
1042,2022-05-16 03:23:39.000 +0800,2022-05-25 01:40:14.000 +0800,SK801-CV01 Brake Line Holed; Historical Sharepoint Solomon Id 569,,Medium,2,2022-05-14 16:00:00.000 +0800,,5,SOL-SY-STKG-STK801-CV001 -DRIV1,Brake High Speed CV01,Brake,PM-BRK,'{}',,,1216,1,3,3.9,24490.0,2022-08-01 08:00:00.000 +0800,,,,,
1045,2022-05-26 05:48:39.000 +0800,2022-05-31 05:28:24.000 +0800,SZ131 Encoder Grease Leak; Historical Sharepoint Solomon Id 572,,Medium,1,2022-05-21 16:00:00.000 +0800,,5,SOL-QV-RMIN-CRUSH1-SZ131 -EICON,Local Control Station SZ131,Local Control Stn,PM-ELCO,'{}',,,13381,1,3,8.2,33664.0,2022-08-01 08:00:00.000 +0800,,,,,
1046,2022-06-01 08:38:40.000 +0800,2022-06-01 08:41:11.000 +0800,CV151 Belt Rip; Historical Sharepoint Solomon Id 573,,Medium,1,2022-05-30 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -ASBLY,Belt Conveyor CV151,Conveyor Belting,PM-CVBT,'{}',,,2350,1,3,21.0,100800.0,2022-08-01 08:00:00.000 +0800,,,,,
1047,2022-06-02 07:06:22.000 +0800,2022-06-02 07:06:22.000 +0800,RC901-SD01 Clutch Slip Fault; Historical Sharepoint Solomon Id 574,,Medium,1,2022-05-31 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-SD901 -DRIV1,Brake Slew Drive 1 SD01,Brake,PM-BRK,'{}',,,1216,1,3,2.35,29364.0,2022-08-01 08:00:00.000 +0800,,,,,
1057,2021-02-11 02:10:47.000 +0800,2021-03-31 08:44:45.000 +0800,SN221 Motor Shaft Failure; Historical Sharepoint Eliwana Id 12,,Medium,2,2021-02-06 16:00:00.000 +0800,,5,ELW-P1-SSCR-MOD001-SN211 -DRV01,Exciter Drive Shaft Screen SN211,Drive Shaft,PM-MTRS,'{}',,,2849,1,3,4.7,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1058,2021-02-11 05:53:21.000 +0800,2021-03-31 08:43:18.000 +0800,FAM Sizer Failers - SZ211 and SZ221 ; Historical Sharepoint Eliwana Id 13,,Medium,2,2021-02-07 16:00:00.000 +0800,,5,ELW-P1-SSCR-MOD001-SZ211 -ASBLY,Sizer Housing & Assembly SZ211,Sizer,PM-CRSH,'{}',,,4314,1,3,122.6,434612.0,2022-08-01 08:00:00.000 +0800,,,,,
1059,2021-02-25 00:57:21.000 +0800,2021-03-31 08:44:24.000 +0800,SN221 Motor Shaft Failure; Historical Sharepoint Eliwana Id 14,,Medium,2,2021-02-23 16:00:00.000 +0800,,5,ELW-P1-SSCR-MOD001-SN211 -DRV01,Exciter Drive Shaft Screen SN211,Drive Shaft,PM-MTRS,'{}',,,2849,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
10479,2022-08-19 13:42:13.247 +0800,2022-08-19 14:13:59.176 +0800,SOL GTG1 MCC Power Supply Failure,A lightning strike on OHL008 caused an over-current trip of the upstream circuit breaker tripping GTG1 resulting in a PELS load shed of KV and FT OPFs,High,2,2018-02-09 18:03:00.000 +0800,2022-08-26 08:00:00.000 +0800,6,SOL-PS-GTG1-POW001-PCM001-CRC01,Protection Generator IGPS,Elect Protect Relay,PM-RLY,'{}',Relay,Other Reason (Explain),9978,1,3,0.0,0.0,2018-03-09 08:00:00.000 +0800,0.0,Calibration Error,,,
44,2019-05-19 14:40:00.000 +0800,2019-12-11 05:05:16.000 +0800,EX002 LH Engine seized on 16/05/2019; Historical BMS Id: RCA-0000182, The operator called the fitters when the engine oil pressure light started flashing. The fitters discovered engine oil pressure had dropped so low and engine struggling to run. The fitters started their investigations and manually started turning the engine. The engine was not turning at all the way it is supposed to do and they concluded hat the engine had seized. ,Medium,2,2019-05-16 09:37:00.000 +0800,2019-12-11 05:05:16.000 +0800,5,CLB-MP-EXCV-EX002 -LHENGN,Engine Assembly Cummins KTA38C,Engine,MP-ENGIN,'{}',,,14108,1,3,36.6,0.0,2019-12-11 05:05:16.000 +0800,,,,,
45,2018-12-22 13:33:00.000 +0800,2020-05-08 12:05:20.000 +0800,Transmission input shaft and seal leaking.; Historical BMS Id: RCA-0000118,Transmission failed   after MCOR. On 21/06/2018 input shaft seal leaked and a warrant of component replacement done on 23/07/2018 W/O 100865928 and final failure on19/12/2018 as evidenced on W/O 100953962. Verified the oil history analysis and it returned B alert showing visible dirty.,Medium,2,2018-12-15 10:36:00.000 +0800,2020-05-08 12:05:20.000 +0800,5,CLB-MP-GRDR-GR020 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,14108,1,3,177.5,0.0,2020-05-08 12:05:20.000 +0800,,,,,
46,2022-02-20 09:51:00.000 +0800,2022-03-24 15:18:49.000 +0800,DT5221 RH Steering Sensor repeat failure; Historical BMS Id: RCA-0000528,Steering sensor failure. ,Medium,2,2022-11-26 09:53:00.000 +0800,2022-03-24 15:18:49.000 +0800,5,SOL-MP-HAUL-DT5221-STRSYS-STRCY-STCYR,Cylinder Steering RH,Hydraulic Cylinder,MP-HDCYL,'{}',,,14086,1,3,0.0,0.0,2022-03-24 15:18:49.000 +0800,,,,,
47,2021-08-10 12:04:00.000 +0800,2022-04-06 10:20:39.000 +0800,Grease pump failing to build pressure; Historical BMS Id: RCA-0000476,Grease pump was failing to build any pressure and Night-shift identified pump as the faulty component asking day shift to replace. Pump was removed and disassembly identified damage to the pump spear and poppet. Broken circlip was also found but luckily the poppet was still retained. The first stage check valve was identified to be stuck in position not able to move. It was jammed open with a small piece of circlip.,Medium,2,2021-08-10 11:00:00.000 +0800,2022-04-06 10:20:39.000 +0800,5,SOL-MP-HAUL-DT5311-GRSYST-ALBPP,Auto Lube Pump,Pump,MP-ALPMP,'{}',,,14086,1,3,0.0,0.0,2022-04-06 10:20:39.000 +0800,,,,,
48,2020-11-20 07:33:00.000 +0800,2022-02-20 08:07:38.000 +0800,DT5219 POs 1 & 2 brake pack failure; Historical BMS Id: RCA-0000374,Jamal to upload details,Medium,1,2020-11-15 07:34:00.000 +0800,2022-02-20 08:07:38.000 +0800,5,SOL-MP-HAUL-DT5219-FDRSYS-FDRVE,Final Drives,Final Drive,MP-FDRVE,'{}',,,14086,1,3,0.0,0.0,2022-02-20 08:07:38.000 +0800,,,,,
49,2021-06-16 13:57:00.000 +0800,2021-06-28 09:09:32.000 +0800,DT5251 Snapped right rear suspension cylinder lower pin; Historical BMS Id: RCA-0000459,Machine inspector noted the lower suspension cylinder pin retainer plate was slightly more open at the top than the bottom on the right rear side. An inspection was requested. Upon removal of the retainer plate it was noted that the pin was sitting ajar cocked in its bearing. The pin was then removed and it was found that the pin was snapped clean through at the middle exactly where the grease gallery tapping down the axis of the pin meets the perpendicular (short) tapping to allow grease flow to the central bearing. when half the pin dropped out the other half had to be extracted out the other way due to severe bearing damage. Upon removal of the cylinder the central suspension bearing fell out in chunks.,Medium,2,2021-06-13 14:00:00.000 +0800,2021-06-28 09:09:32.000 +0800,5,SOL-MP-HAUL-DT5251-STRUCT-SUSPN-SCYRR,Cylinder Suspension RH Rear,Hydraulic Cylinder,MP-HDCYL,'{}',,,14086,1,3,0.0,0.0,2021-06-28 09:09:32.000 +0800,,,,,
50,2022-04-29 12:16:00.000 +0800,2022-04-30 15:51:06.000 +0800,DT5220 Machine Fire; Historical BMS Id: RCA-0000539,DT5220 caught on fire and was irreparably damaged.,Medium,2,2022-04-11 00:34:00.000 +0800,2022-04-30 15:51:06.000 +0800,5,SOL-MP-HAUL-DT5220,DT5220 Caterpillar 793F OHT AHS,Haul Truck,PM-MP,'{}',,,14086,1,3,0.0,0.0,2022-04-30 15:51:06.000 +0800,,,,,
51,2021-02-05 16:11:00.000 +0800,2022-04-28 16:25:11.000 +0800,DT5312 Engine Failure; Historical BMS Id: RCA-0000407,"The engine of DT5312 failed in service on 05/02/2021. At 0835 Minestar reported an error code Breakdown - Engine - Engine Detonated Previously, at 0636 the Minestar error code was Breakdown - Hydraulics - has dropped all oil - have sat truck down CMA technicians created event 01/02/2021 @ 1124 hours. CMA monitor event was for - High exhaust temp differential Boost leak on RH Bank CMA Comments: Hump hose replaced and the later engine failure conrod through the block.",Medium,2,2021-02-05 08:35:00.000 +0800,2022-04-28 16:25:11.000 +0800,5,SOL-MP-HAUL-DT5312-ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',,,14086,1,3,0.0,0.0,2022-04-28 16:25:11.000 +0800,,,,,
52,2022-02-20 11:07:00.000 +0800,2022-04-06 10:20:39.000 +0800,DT5235 RH Steering Sensor repeat failure; Historical BMS Id: RCA-0000529,Steering sensor failure. ,Medium,2,2022-10-28 11:09:00.000 +0800,2022-04-06 10:20:39.000 +0800,5,SOL-MP-HAUL-DT5235-STRSYS-STRCY-STCYR,Cylinder Steering RH,Hydraulic Cylinder,MP-HDCYL,'{}',,,14086,1,3,0.0,0.0,2022-04-06 10:20:39.000 +0800,,,,,
53,2020-12-23 11:31:00.000 +0800,2021-06-13 11:07:01.000 +0800,DT5219 Engine Failure; Historical BMS Id: RCA-0000390,DT5219 Engine Failed @ 141 hours after TIP (Truck Improvement Program) when the engine case vented,Medium,2,2020-12-18 23:15:00.000 +0800,2021-06-13 11:07:01.000 +0800,5,SOL-MP-HAUL-DT5219-ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',,,14086,1,3,0.0,0.0,2021-06-13 11:07:01.000 +0800,,,,,
54,2022-02-21 09:42:00.000 +0800,2022-06-13 15:20:59.000 +0800,DT5259 Damaged mode lights and cracked tray; Historical BMS Id: RCA-0000530,Whilst investigating the damage to mode lights on DT5259 it was identified that there was a massive crack in the tray between the floor and the headboard. ,Medium,2,2021-11-29 13:12:00.000 +0800,2022-06-13 15:20:59.000 +0800,5,SOL-MP-HAUL-DT5259-STRUCT-TRAYS,Haul Tray 793F DT HiLoad D3C015,Tray,MP-TRAYS,'{}',,,14086,1,3,0.0,0.0,2022-06-13 15:20:59.000 +0800,,,,,
10480,2022-08-19 14:44:35.921 +0800,2022-08-19 15:05:20.141 +0800,Power Station Chiller Compressor Bearing Failure,GTG1Chiller compressor failed due a suspected journal bearing failure,Medium,2,2017-06-01 12:00:00.000 +0800,2022-08-26 00:00:00.000 +0800,5,SOL-PS-CHL1-REFRIG-COMMON-ASBLY,Compressor Centrifugal CHL1-CKT1,Compressor,PM-MTRS,'{}',Bearing,Failed,4100,1,3,0.0,0.0,2018-01-14 08:00:00.000 +0800,0.0,Lack of Lubrication,,,
1060,2021-03-08 23:29:15.000 +0800,2021-03-24 07:49:04.000 +0800,SN211 Motor Shaft Failure ; Historical Sharepoint Eliwana Id 15,,Medium,2,2021-03-07 16:00:00.000 +0800,,5,ELW-P1-SSCR-MOD001-SN211 -DRV01,Exciter Drive Shaft Screen SN211,Drive Shaft,PM-MTRS,'{}',,,4314,1,3,2.3,10492.0,2022-08-01 08:00:00.000 +0800,,,,,
10488,2022-08-22 11:52:42.702 +0800,2022-08-22 13:51:08.935 +0800,GTG2 Space Heater Trip,GTG2 Space Heaters tripped when the unit was shut down. The breaker was reset and the unit tripped again some time overnight,Medium,2,2018-05-17 12:00:00.000 +0800,2022-08-29 00:00:00.000 +0800,6,SOL-PS-GTG2-GEN001-COMMON-EICON,Heater Space Gen & Exciter 1,Heater,PM-INST,'{}',Cable,"Deteriorated (Worn,Corroded,Depleted)",4900,1,3,0.0,0.0,2018-06-01 08:00:00.000 +0800,0.0,Electrical Short or Failure,,,
1061,2021-03-09 01:25:24.000 +0800,2021-03-18 01:37:47.000 +0800,SK911 Head Pulley Bearing Failure ; Historical Sharepoint Eliwana Id 17,,Medium,2,2021-03-04 16:00:00.000 +0800,,5,ELW-SY-TSTK-SK911 -CV911 -ASBLY,Pulley Head CV911,Pulley,PM-PLYS,'{}',,,4314,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1062,2021-03-11 00:29:09.000 +0800,2021-04-29 02:31:02.000 +0800,CV801 Plough Liner Failure ; Historical Sharepoint Eliwana Id 18,,Medium,1,2021-03-09 16:00:00.000 +0800,,5,ELW-SY-CNVY-CONVEY-CV801 -CLEAN,Belt Scraper Plough CV801,Belt Scraper,PM-SCPR,'{}',,,4314,1,3,13.0,58261.0,2022-08-01 08:00:00.000 +0800,,,,,
55,2021-05-29 15:43:00.000 +0800,2021-06-10 16:18:17.000 +0800,DT5219 Engine Failure; Historical BMS Id: RCA-0000453,Engine shutdown from low lube oil pressure as a result of catastrophic engine failure,Medium,1,2020-12-18 23:15:00.000 +0800,2021-06-10 16:18:17.000 +0800,5,SOL-MP-HAUL-DT5219-ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',,,14086,1,3,0.0,0.0,2021-06-10 16:18:17.000 +0800,,,,,
56,2021-01-06 11:43:00.000 +0800,2022-02-20 09:48:14.000 +0800,DT5311 Engine Failed @ 16230 hours after PTO Idler gear shaft bearing was worn; Historical BMS Id: RCA-0000398,"Engine failed after PTO Idler gear shaft bearing collapsed. The gear had worn into the shaft exposing the idler shaft retaining bolt hole which allowed engine oil to flow throw the hole in the shaft, into the torque converter housing.  ",Medium,1,2021-01-28 13:42:00.000 +0800,2022-02-20 09:48:14.000 +0800,5,SOL-MP-HAUL-DT5311-ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',,,14086,1,3,0.0,0.0,2022-02-20 09:48:14.000 +0800,,,,,
159,2020-07-08 03:54:00.000 +0800,2020-10-04 18:05:57.000 +0800,DT5228 POS 4 Final Drive Failure @22594hrs i.e. 94% Life.; Historical BMS Id: RCA-0000308,"DT5228 POS 4 Final Drive was deemed to have failed after coming into the workshop for brake cooling oil transferring into differential. Upon pressure testing of the final drives, It was found that brake cooling oil was internally bypassing into the differential & POS 4 FD would not hold pressure and was diagonized as failed @ 22594 hrs (94% Life).",Medium,2,2020-07-05 03:55:00.000 +0800,2020-10-04 18:05:57.000 +0800,5,SOL-MP-HAUL-DT5228-FDRSYS-FDRVE-FDRRH,Final Drive RH Side,Final Drive,MP-FDRVE,'{}',,,14091,1,3,39.0,0.0,2020-10-04 18:05:57.000 +0800,,,,,
